crossref_date,crossref_by,GET_vsn,Source_ID,data_id_code,layer_id,layer_name,in_class_field_name,in_class_value,in_class_description,in_class_description_detail,efg_code,efg_name,efg_description,pixel_value
28/8/26,Naema_GrosDubois,2.1,397,ecnu_global_owt_2020,53705,GOWF_V2021,class,1,Offshore wind turbine,NA,M4.1,Submerged artificial structures,M4.1 Submerged artificial structures,154
