crossref_date,crossref_by,GET_vsn,Source_ID,data_id_code,band_layer_name,in_class_field_name,in_class_value,in_class_description,in_class_description_detail,efg_code,efg_name,efg_description,pixel_value
2024/05/15 00:00:00,Nick_Murray,2.1,16,cambridge_global_saltmarsh_2023,tidal_marsh_XXE_XXS_v2_6,Raster code,1,tidal marsh,No further information,MFT1.3,Coastal saltmarshes and reedbeds,MFT1.3 Coastal saltmarshes and reedbeds,170
