crossref_date,crossref_by,GET_vsn,Source_ID,data_id_code,band_layer_name,in_class_field_name,in_class_value,in_class_description,in_class_description_detail,efg_code,efg_name,efg_description,pixel_value
2024/05/23 00:00:00,Naema_GrosDubois,2.1,110,noru_maldiv_seagrass_2024,maldives_class_S2_2021-0000000000-0000000000,Raster code,0,Non-seagrass,No further information,0,No Data,No Data,0
2024/05/23 00:00:00,Naema_GrosDubois,2.1,110,noru_maldiv_seagrass_2024,maldives_class_S2_2021-0000000000-0000000000,Raster code,1,Seagrass,No further information,M1.1,Seagrass meadows,M1.1 Seagrass meadows,120
2024/05/23 00:00:00,Naema_GrosDubois,2.1,110,noru_maldiv_seagrass_2024,maldives_class_S2_2021-0000065536-0000000000,Raster code,0,Non-seagrass,No further information,0,No Data,No Data,0
2024/05/23 00:00:00,Naema_GrosDubois,2.1,110,noru_maldiv_seagrass_2024,maldives_class_S2_2021-0000065536-0000000000,Raster code,1,Seagrass,No further information,M1.1,Seagrass meadows,M1.1 Seagrass meadows,120
