crossref_date,crossref_by,GET_vsn,Source_ID,data_id_code,layer_name,in_class_field_name,in_class_value,in_class_description,in_class_description_detail,efg_code,efg_name,efg_description,pixel_value
26/06/2026,Alli Lynn,2.1,432,cuni_global_tcrop_2026,GEM_Forest_xxxxxxx.tif,raster code,0,Non-forest / other land cover / no data,NA,0,No Data,No Data,0
26/06/2026,Alli Lynn,2.1,432,cuni_global_tcrop_2026,GEM_Forest_xxxxxxx.tif,raster code,1,Natural Forest,NA,0,No Data,No Data,0
26/06/2026,Alli Lynn,2.1,432,cuni_global_tcrop_2026,GEM_Forest_xxxxxxx.tif,raster code,2,Tree crops,"(trained on oil palm, coconut, rubber and European tree crops)",T7.3,Plantations,T7.3 Plantations,48
