crossref_date,crossref_by,GET_vsn,Source_ID,data_id_code,layer_name,in_class_field_name,in_class_value,in_class_description,in_class_description_detail,efg_code,efg_name,efg_description,pixel_value
31/03/2026,Alli Lynn,2.1,169,wrig_global_lcov_2022,DW_2025_Binary_Built_XX_COG.tif,raster code,6,built,NA,T7.4,Urban and industrial ecosystems,T7.4 Urban and industrial ecosystems,49
