crossref_date,crossref_by,GET_vsn,Source_ID,data_id_code,layer_id,layer_name,in_class_field_name,in_class_value,in_class_description,in_class_description_detail,efg_code,efg_name,efg_description,pixel_value
8/07/2026,Tess_Harmer,2.1,434,drtmth_global_rivermine_2023,6373,ASGM_global_polygons_20230404,Shape,Polygon,NA,NA,F3.2,Constructed lacustrine wetlands,F3.2 Constructed lacustrine wetlands,108
